text,sentiment,text_length,positive_score,negative_score,entity_count,adj_ratio,verb_ratio,noun_ratio,negation_flag
my sister in law just left for her prom she looked soo pretty tears all around,2,78,0.0,1.0,0,0.0625,0.125,0.3125,0
follow me too,1,13,0.0,0.0,0,0.0,0.3333333333333333,0.0,0
bought three books yipee  now whos with me on that readtenbooksduringthesummer thing,1,84,0.0,0.0,1,0.0,0.1428571428571428,0.2142857142857142,0
im really bored my brother went to get his permit stay off the roads jk lol it feels like all my friends have abandoned me except,0,129,1.0,0.0,0,0.0,0.2592592592592592,0.1481481481481481,0
goodnight,2,9,0.0,0.0,0,0.0,0.0,1.0,0
_the_moon hiya hun its just not my day dentist appointment ouchnotebook being a  feeling sick  hows you,0,103,0.0,1.0,0,0.0476190476190476,0.0476190476190476,0.1904761904761904,1
but i do emily ahahha you scare me so it would work,0,51,0.0,2.0,0,0.0,0.25,0.0833333333333333,0
now i need to change my monitor,1,31,0.0,0.0,0,0.0,0.2857142857142857,0.1428571428571428,0
i know dude im doing reruns making jenny watch them now too so we can have conversations lol  havent been online much,1,117,3.0,0.0,0,0.0,0.24,0.16,1
what about me   i vote every day for you,1,40,0.0,0.0,1,0.0,0.1,0.1,0
should not have waled past the quad i want to be outside having fun,2,67,5.0,0.0,0,0.0,0.2142857142857142,0.1428571428571428,1
just rocked home from maccas and now signing a petition for big bang to tour aus  lol,1,85,4.0,0.0,0,0.0555555555555555,0.1666666666666666,0.1666666666666666,0
i think the food i ate made me sick i no feel so good,0,53,0.0,0.0,0,0.1428571428571428,0.2857142857142857,0.0714285714285714,1
eagerly anticipating twitpics,1,29,0.0,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0
lots of tasks to complete today first wecloming new members to canadamigos social networking site  and coffee,2,109,0.0,0.0,2,0.1111111111111111,0.1111111111111111,0.4444444444444444,0
just wants to stay in bed all day but has to go to work instead  sux,0,68,0.0,0.0,1,0.0,0.2352941176470588,0.1764705882352941,0
chillen trying to figure this thing out gettin drunk,2,52,0.0,2.0,0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0
yay doctors  now interview then back  the doctors for blood work,1,64,0.0,0.0,0,0.0,0.0769230769230769,0.3846153846153846,0
filming at a carnival for my music video it reminds me of the cherry festival that i used to go to back home ahhh memories,2,122,0.0,0.0,0,0.04,0.16,0.24,0
im siiiiiickkk  i dun feel good,0,31,3.0,0.0,0,0.125,0.5,0.0,0
propellerheads has been on my harddrive for a long while just got my music repo back in shape this we and felt nostalgic,2,120,0.0,0.0,0,0.1304347826086956,0.0869565217391304,0.217391304347826,0
glorious sunny day in london town im in drama school fighting people with swords while protecting my romantically structured face,2,129,2.0,0.0,1,0.1428571428571428,0.1428571428571428,0.3333333333333333,0
_ i feel so sorry for her  hope she dnt cry nd time,0,51,0.0,0.0,0,0.0714285714285714,0.1428571428571428,0.2142857142857142,0
would wish the severe migrains would stop docs prescriptions arent working,0,74,0.0,2.0,0,0.0833333333333333,0.25,0.25,1
full moon my lovely friends and family my bday wish came true in additiongray matters is one of the cutest movies ever,2,118,7.0,0.0,1,0.2727272727272727,0.0454545454545454,0.2727272727272727,0
my life would suck without you  kelly clarkson,0,46,0.0,3.0,1,0.0,0.1111111111111111,0.1111111111111111,0
revising for exams,1,18,0.0,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0
you should so host the next logies i only laughed at your bit really,2,68,1.0,0.0,0,0.0714285714285714,0.1428571428571428,0.1428571428571428,0
hi jordan im gonna all of ui know ur busy and i know ur probably tired but please reschedule nc dont leave us out,1,113,0.0,2.0,1,0.074074074074074,0.1851851851851851,0.037037037037037,1
__joy i feel like red lea now,2,29,2.0,0.0,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0
id love to but i think the trek from london would be a bit too much,1,67,3.0,0.0,1,0.0588235294117647,0.0588235294117647,0.2352941176470588,0
hey hey,1,7,0.0,0.0,0,0.0,0.0,0.0,0
thinks revising in the garden from  this morning without sunscreen isnt the best idea ive had  oucccccccch,0,106,3.0,0.0,1,0.0476190476190476,0.1428571428571428,0.238095238095238,1
is miserable  i feel like im gona cry  sux,0,42,0.0,2.0,1,0.0833333333333333,0.1666666666666666,0.1666666666666666,0
i know they are deliciousmiss germany but like holland as well as we used to shoppin there at weekendslol,2,105,2.0,0.0,2,0.1052631578947368,0.1578947368421052,0.0526315789473684,0
lol very true maybe next year i loooved that siggy and i dont remember what the password for the mod thing was  cake,2,116,5.0,0.0,1,0.12,0.12,0.2,1
lol get watching it again  hehe,1,31,5.0,0.0,0,0.0,0.2857142857142857,0.1428571428571428,0
hope you did great  you certainly spent enough time studying,2,60,5.0,0.0,0,0.1818181818181818,0.3636363636363636,0.0909090909090909,0
btw  downloaded iphone  sdk,1,27,0.0,0.0,0,0.0,0.1666666666666666,0.3333333333333333,0
straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,0,93,2.0,0.0,0,0.0,0.1428571428571428,0.0952380952380952,1
i need botox work on the lips if im going to change my name to angelina jolie but its a thought sad though about the racism,0,123,0.0,5.0,1,0.074074074074074,0.1111111111111111,0.1851851851851851,0
me a doctor laughs oh no no no i was _cranes patient at arkham aslyum but now i work for him,1,92,0.0,2.0,1,0.0454545454545454,0.0909090909090909,0.0909090909090909,0
morning all have a great day off to school i go,2,47,3.0,0.0,1,0.0909090909090909,0.1818181818181818,0.2727272727272727,0
now in a weird mood  muahaz,0,27,0.0,2.0,0,0.1428571428571428,0.0,0.2857142857142857,0
congrats photo of dre,2,21,2.0,0.0,0,0.0,0.0,0.5,0
sanctuarysunday  thanks for joining on sanctuarysunday follow more sanctuary people to keep up to date on the tweets,2,116,2.0,0.0,2,0.0526315789473684,0.1578947368421052,0.3157894736842105,0
done at disneyland kids knocked out stopped by the hotel bar and grabbed a grey goose  tonic on the way uppeace,2,111,0.0,2.0,0,0.0909090909090909,0.1363636363636363,0.3181818181818182,0
ok lol i miss you too i hope your cramps get better i know how painful they can be,1,82,3.0,0.0,0,0.1052631578947368,0.2105263157894736,0.0526315789473684,0
oh and a very good review,2,25,3.0,0.0,0,0.1666666666666666,0.0,0.1666666666666666,0
_mileycyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up,0,114,0.0,0.0,0,0.0,0.2727272727272727,0.1818181818181818,1
im extremely hungry and the only thing i have in my house is soup  i dont like soup pouts,0,89,0.0,2.0,0,0.0909090909090909,0.1363636363636363,0.2272727272727272,1
its hilarious,2,13,2.0,0.0,0,0.5,0.0,0.0,0
i love the guy that was standing behind me,2,42,3.0,0.0,0,0.0,0.2222222222222222,0.1111111111111111,0
bout to hit the sackgot  to do tomorrow happy mothers day mom,2,61,3.0,0.0,2,0.0769230769230769,0.1538461538461538,0.4615384615384615,0
lost my dc hat,0,14,0.0,3.0,0,0.0,0.25,0.5,0
starting the video editing of the first spanking movie we did with mina  it will be added to the next update,1,108,0.0,0.0,1,0.1363636363636363,0.1363636363636363,0.1818181818181818,0
in effect your podcast is the audio version of your book isn plus it has the added charm of banter,1,98,3.0,0.0,0,0.05,0.1,0.3,0
sunny synday morning nicole is up later than usual mommy got some sleep,1,71,0.0,0.0,2,0.1538461538461538,0.0769230769230769,0.2307692307692307,0
browsing  find everything about university  interior design,1,59,0.0,0.0,0,0.0,0.2222222222222222,0.2222222222222222,0
i have not tweeted for sixteen days i miss it  ive been having fun though d ingrid on mon was frakking awesome  bbq today,1,121,6.0,0.0,2,0.037037037037037,0.1481481481481481,0.1481481481481481,1
visit si fr joemar dito bataan frm camiguin  sum of my ofcmates i are supposed to meet him this saturday  cant luwas,1,116,0.0,0.0,1,0.0,0.16,0.08,1
i am soo excited about your pasadena seminarif only i can find the confermation email,2,85,3.0,0.0,0,0.0666666666666666,0.1333333333333333,0.2666666666666666,0
ugh i dont feel well again all of a sudden,0,42,0.0,2.0,0,0.0909090909090909,0.0909090909090909,0.0,1
i want a new phone  ive seen too much cellphone commercials,0,59,1.0,0.0,0,0.1538461538461538,0.1538461538461538,0.2307692307692307,0
well test that theory  with no right arm to strum with  got a feelin ill be humming my new tunes for a while,0,108,0.0,3.0,1,0.08,0.16,0.16,0
thats so cool,2,13,1.0,0.0,0,0.25,0.25,0.0,0
school  days  so exited amazing premier,2,39,4.0,0.0,0,0.125,0.125,0.375,0
tis very useful indeed esp for newbies like me,2,46,4.0,0.0,0,0.1111111111111111,0.0,0.1111111111111111,0
gonna go and see my sister at mount sinai   shes there for at least another  hours,1,82,0.0,0.0,0,0.05,0.2,0.1,0
it was just the handle tg,1,25,0.0,0.0,0,0.0,0.0,0.1666666666666666,0
backe backe muffins,1,19,0.0,0.0,0,0.0,0.0,0.3333333333333333,0
is relaxing after working on mothers day  oh well a good day had  hope you are all well,2,87,5.0,0.0,1,0.05,0.15,0.15,0
lasttt mondayyy of classs,1,25,0.0,0.0,1,0.0,0.0,0.25,0
yup  now i can join in on the nin access fun,2,44,5.0,0.0,0,0.0833333333333333,0.0833333333333333,0.1666666666666666,0
i just walked into work all the while thinking that i was sitting in bellagio this time wednesday,1,97,0.0,0.0,1,0.0,0.1666666666666666,0.2222222222222222,0
unfair  i wanna go too,0,22,0.0,2.0,0,0.0,0.3333333333333333,0.0,0
download movie  a good day to be black  sexy  cool movie,2,56,7.0,0.0,1,0.2857142857142857,0.0,0.2857142857142857,0
jus got back from a run up sunset blvd my cuzin tried to kill me my legs are still movin and im sittin down,0,107,0.0,3.0,0,0.0,0.16,0.24,0
aww thats sad  i miss seeing you guys on the big screen,0,55,0.0,3.0,0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0
i knooww   my hot water bottle iss in whangamata without me ahhhhh,1,66,0.0,0.0,0,0.1538461538461538,0.1538461538461538,0.2307692307692307,0
eeeeep so jealous  im at work  um how can u receive viva do they broadcast it online plz,0,88,0.0,2.0,0,0.0476190476190476,0.1904761904761904,0.0952380952380952,0
thank you so much phaoloo,2,25,2.0,0.0,0,0.2,0.2,0.2,0
the hotel should be thankful,2,28,2.0,0.0,0,0.2,0.0,0.2,0
watching gh i feel so bad for carly  omg so  up,0,47,0.0,3.0,0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0
rofl thats what we like to hear,2,31,6.0,0.0,0,0.0,0.5,0.0,0
ok im frustrated there is hella dust between the screens of my blackberry,0,73,0.0,2.0,0,0.0714285714285714,0.1428571428571428,0.2857142857142857,0
is anyone awake oh my god i am dying here i want to go to sleeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeep,0,120,0.0,1.0,0,0.0625,0.25,0.0,0
we do its been to long i think i have next weekend open when are you going to have the house warming party,1,106,0.0,0.0,1,0.0869565217391304,0.2608695652173913,0.1304347826086956,0
change of plans working inside bar tonight,1,42,0.0,0.0,1,0.0,0.1428571428571428,0.5714285714285714,0
thanks for following,2,20,2.0,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0
well good luck then,2,19,6.0,0.0,0,0.25,0.0,0.25,0
at work getting a quick bite to eat before having to kill my wrist self addressing  envolopes,0,93,0.0,3.0,0,0.0555555555555555,0.2777777777777778,0.2777777777777778,0
arghhhhhhhhh i cant keep up with these twitterbones peeps,0,57,0.0,0.0,0,0.0,0.2,0.1,1
undervote is just going on  im all overalled up,1,47,0.0,0.0,0,0.0,0.1818181818181818,0.0909090909090909,0
making german apple slice  nom nom nom,2,38,0.0,0.0,2,0.125,0.125,0.25,0
looks like its another night at the office lol,1,46,5.0,0.0,1,0.0,0.1111111111111111,0.3333333333333333,0
my tummy hurts,0,14,0.0,2.0,0,0.3333333333333333,0.0,0.3333333333333333,0
got about  hours sleep,1,22,0.0,0.0,1,0.0,0.2,0.4,0
anybody else experiencing painful slowdowns with facebook,0,57,0.0,2.0,0,0.1428571428571428,0.1428571428571428,0.2857142857142857,0
lol people in falconand boo one of them being becca,1,51,3.0,0.0,1,0.0,0.1,0.3,0
i really need to earn money so that i can watch the pcd concert,1,63,0.0,0.0,0,0.0,0.2142857142857142,0.2142857142857142,0
the poor pirate had out his last wisdom tooth and is looking really peaky,0,73,0.0,1.0,0,0.1428571428571428,0.1428571428571428,0.2857142857142857,0
mozzer cancelled tonight by the looks of it,2,43,0.0,1.0,1,0.0,0.125,0.25,0
waiting for aaron to get into town and then leave him for work booo,0,67,0.0,1.0,1,0.0,0.2142857142857142,0.2142857142857142,0
morning tweat tweat twitter,1,27,0.0,0.0,1,0.0,0.0,0.5,0
headed home  charlies at the vet,1,32,0.0,0.0,0,0.0,0.1428571428571428,0.4285714285714285,0
i wanna b maliks from taking the stage,1,38,0.0,0.0,0,0.0,0.25,0.25,0
is going to bed soon happy mothers day to all the mothers   ryan less than  weeks,2,81,3.0,0.0,2,0.1666666666666666,0.0555555555555555,0.2777777777777778,0
bored bored bored wish i had something to do tomorrow especially with the weather were to have  not fair,0,104,0.0,3.0,1,0.2,0.05,0.15,1
well even with her breakdown she was better than the other acts unfortunately britains got very little talent,0,109,4.0,0.0,0,0.1666666666666666,0.1111111111111111,0.1666666666666666,0
about to go to leeds shopping,1,29,0.0,0.0,0,0.1666666666666666,0.1666666666666666,0.3333333333333333,0
sadly i cant view that site due to region restrictions,0,54,0.0,2.0,0,0.0,0.0909090909090909,0.2727272727272727,1
its  hs and im still at the officereally tiredwanna go home,0,59,0.0,0.0,1,0.0769230769230769,0.1538461538461538,0.0769230769230769,0
aly  aj new album this summer yay,2,33,0.0,0.0,2,0.125,0.0,0.375,0
_day  a have fun with the fam boo boo,2,37,4.0,0.0,0,0.0,0.0,0.4545454545454545,0
lovelytrinkets i like the way you worded that about rocky road,2,62,2.0,0.0,0,0.0909090909090909,0.1818181818181818,0.2727272727272727,0
mexican coca cola in a bottle new favorite thing  no high fructose corn syrup  sugar is so awesomely old school,2,111,1.0,0.0,1,0.1363636363636363,0.0454545454545454,0.2727272727272727,0
got people dont let me skip sci pratical becos skola is impt and dont waste my parents money  nt fair,0,101,1.0,0.0,1,0.1304347826086956,0.1739130434782608,0.1739130434782608,1
i have nothing witty to say,1,27,0.0,0.0,0,0.1666666666666666,0.3333333333333333,0.0,0
me too,1,6,0.0,0.0,0,0.0,0.0,0.0,0
hi ho  hi ho its off to work we go,1,34,0.0,0.0,1,0.0,0.1818181818181818,0.0909090909090909,0
thanks for the hint,2,19,2.0,0.0,0,0.0,0.0,0.5,0
u welcome babe kill the show yuuupp,2,35,0.0,1.0,1,0.0,0.2857142857142857,0.2857142857142857,0
hey candis,1,10,0.0,0.0,0,0.0,0.0,0.5,0
i was never a good stereotypical teen,0,37,3.0,0.0,0,0.2857142857142857,0.0,0.1428571428571428,1
i love my maitu n she loves me happy mothers day mama,2,53,9.0,0.0,0,0.0833333333333333,0.1666666666666666,0.3333333333333333,0
i am so sorry,0,13,0.0,1.0,0,0.25,0.0,0.0,0
i want to go to singapore but my mother seems not,1,49,1.0,0.0,0,0.0,0.2727272727272727,0.0909090909090909,1
jb on the front of factor x wooh contest timeee,1,47,0.0,0.0,0,0.0,0.0,0.5,0
so u arent going to be in chicago,1,33,0.0,0.0,1,0.0,0.1111111111111111,0.0,1
i have problems wih pizzaii love it too muchim so addicted to pizza  and dot dot curve,2,86,1.0,0.0,0,0.0555555555555555,0.1111111111111111,0.3333333333333333,0
so tired,0,8,0.0,2.0,0,0.5,0.0,0.0,0
had a lovely breakfast with mumyummy pancakes,2,45,3.0,0.0,0,0.2857142857142857,0.1428571428571428,0.2857142857142857,0
yay have fun,2,12,4.0,0.0,0,0.0,0.3333333333333333,0.6666666666666666,0
why thank you us mamis are bringin sexy back,2,44,5.0,0.0,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0
lucky thats awesome,2,19,7.0,0.0,0,0.5,0.25,0.0,0
oh god a moth was living in a  power outlet  actually my powersquid,0,67,1.0,0.0,0,0.0,0.0666666666666666,0.2666666666666666,0
i am craving burrito boys  large halibut with everything on it no jalepenos  line hot sauce can anybody hook me up,1,114,0.0,1.0,0,0.0869565217391304,0.0869565217391304,0.2608695652173913,0
oh is that time for real,1,24,0.0,0.0,0,0.1666666666666666,0.0,0.1666666666666666,0
so now well pay more in sales taxgreat  even worse mom and pop businesses have to double what they pay in business licenses,1,123,0.0,5.0,0,0.0833333333333333,0.2083333333333333,0.25,0
i love  very much  i called him but he was talking to other fans  i love you a lot mitchel ill see u in el cajon june,2,117,4.0,0.0,2,0.0333333333333333,0.1666666666666666,0.1,0
i misses my bed  so sleepy,0,26,0.0,0.0,0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0
